Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Name,University Type
C-16656,RSR Rungta College of Engineering & Technology Bhilai.,Chhattisgarh,Durg,www.rungtacolleges.com,2008,Urban,Affiliated College,Private Un-Aided,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",State Public University
C-49875,"SHRI RAMESHWAR GAHIRA GURU PRACHYA SANSKRIT COLLEGE, SHRIKOT",Chhattisgarh,Balrampur-Ramanujganj,https://srggpsmsreekot.in/,2013,Rural,Affiliated College,University,"Sant Gahira Guru Vishwavidyalaya, Sarguja, Ambikapur, Chattisgarh",State Public University
C-16657,Dignity College of Architecture anjora,Chhattisgarh,Durg,www.dignitycollege.com,2006,Rural,Affiliated College,Private Un-Aided,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",State Public University
C-49169,ARIECENT COLLEGE OF EDUCATION,Chhattisgarh,Raigarh,aricentcollege.com,2010,Rural,Affiliated College,State Government,SHAHEED NANDKUMAR PATEL VISHWAVIDYALAYA,State Public University
C-9755,Shri Sai Baba Aadarsh Mahavidyalaya ,Chhattisgarh,Surguja,www.ssbam.co.in,2003,Rural,Affiliated College,Private Un-Aided,"Sant Gahira Guru Vishwavidyalaya, Sarguja, Ambikapur, Chattisgarh",State Public University
C-16658,Bhilai Institute of Technology Durg,Chhattisgarh,Durg,www.bitdurg.ac.in,1986,Urban,Affiliated College,Private Un-Aided,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",State Public University
C-16659,"Raipur Institute of Technology Chhatona, Mandir Hasaud,Raipur.",Chhattisgarh,Raipur,https://ritengineering.education/,1995,Rural,Affiliated College,Private Un-Aided,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",State Public University
C-16660,B R P Govt. Polytechnic Dhamatari,Chhattisgarh,Dhamtari,www.polydhamtari.ac.in,1962,Rural,Affiliated College,State Government,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",State Public University
C-66585,NAVEEN GOVT GIRLS COLLEGE SUKMA ,Chhattisgarh,Sukma,-,-,Urban,Affiliated College,State Government,"Shaheed Mahendra Karma Vishwavidyalaya, Jagdalpur",State Public University
C-49876,"Pt. Jwala Prasad Upadhyay Government College, Patna, District - Korea Chhattisgarh",Chhattisgarh,Korea,www.govtcollegepatna.ac.in,2012,Rural,Affiliated College,State Government,"Sant Gahira Guru Vishwavidyalaya, Sarguja, Ambikapur, Chattisgarh",State Public University
C-16662,"Shri Shankaracharya Institute of Engineering & Technology Village Khapri,",Chhattisgarh,Durg,www.ssiet.org,2009,Rural,Affiliated College,Private Un-Aided,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",State Public University
C-66586,VAIDEK MAHAVIDHYALAYA SEEPAT,Chhattisgarh,Bilaspur,-,2021,Rural,Affiliated College,Private Un-Aided,ATAL BIHARI VAJPAYEE VISHWAVIDYALAYA,State Public University
C-66588,CIT SCIENCE AND COMMERCE COLLEGE BHELWADIH ABHANPUR RAIPUR,Chhattisgarh,Raipur,www.citscience.com,2017,Rural,Affiliated College,Private Un-Aided,"Pt. Ravishankar Shukla University, Raipur",State Public University
C-66589,DAIRY POLYTECHNIC TAKHATPUR DISTRICT BILASPUR,Chhattisgarh,Bilaspur,-,-,Rural,Constituent / University College,University,DAU SHRI VASUDEV CHANDRAKAR KAMDHENU,State Public University
C-66590,DAIRY POLYTECHNIC BEMETARA DISTRICT BEMETARA,Chhattisgarh,Bemetara,-,-,Rural,Constituent / University College,University,DAU SHRI VASUDEV CHANDRAKAR KAMDHENU,State Public University
C-66591,GRACIOUS COLLEGE OF PHARMACY BELBHATA ABHANPUR,Chhattisgarh,Raipur,www.gracious.ac.in,2020,Rural,Affiliated College,Private Un-Aided,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",State Public University
C-66592,GOVT NAVEEN COLLEGE GOHARAPADAR,Chhattisgarh,Gariyaband,www.govtcollegegoharapar.in,2018,Rural,Affiliated College,State Government,"Pt. Ravishankar Shukla University, Raipur",State Public University
C-66593,GOVERNMENT NAVEEN COLLEGE LAKHANPUR,Chhattisgarh,Surguja,-,-,Rural,Affiliated College,State Government,"Sant Gahira Guru Vishwavidyalaya, Sarguja, Ambikapur, Chattisgarh",State Public University
C-21748,Sai College Bhilai,Chhattisgarh,Durg,www.saicollege.org,2005,Urban,Affiliated College,Private Un-Aided,HEMCHAND YADAV VISHWAVIDYALAYA,State Public University
C-21707,Udanti College Devobhog,Chhattisgarh,Gariyaband,udanticollege.com,2003,Rural,Affiliated College,Private Un-Aided,"Pt. Ravishankar Shukla University, Raipur",State Public University
C-66594,RITEE COLLEGE OF MANAGEMENT ,Chhattisgarh,Raipur,www.rit.edu.in,2017,Rural,Affiliated College,Private Un-Aided,"Pt. Ravishankar Shukla University, Raipur",State Public University
C-9736,"Govt. Lahiri P.G. College, Chirmiri",Chhattisgarh,Manendragarh-Chirmiri-Bharatpur(M C B),govtlahiripgcollege.in,1953,Urban,Affiliated College,State Government,"Sant Gahira Guru Vishwavidyalaya, Sarguja, Ambikapur, Chattisgarh",State Public University
C-66595,GOVT NAVEEN COLLEGE NARHARPUR,Chhattisgarh,Uttar Bastar Kanker,https://www.gcnarharpur.in,2018,Rural,Affiliated College,State Government,"Shaheed Mahendra Karma Vishwavidyalaya, Jagdalpur",State Public University
C-21711,Vivekanand College,Chhattisgarh,Raipur,www.vivekanandcollege.in,1993,Urban,Affiliated College,Private Un-Aided,"Pt. Ravishankar Shukla University, Raipur",State Public University
C-58827,"Indira Gandhi Government College, Pandaria",Chhattisgarh,Kabeerdham,http://www.igcollegepandaria.ac.in/,1984,Rural,Affiliated College,State Government,HEMCHAND YADAV VISHWAVIDYALAYA,State Public University
C-16663,School of Pharmacy Chouksey Engineering College Bilaspur.,Chhattisgarh,Bilaspur,www.cecbilaspur.ac.in,2004,Rural,Affiliated College,Private Un-Aided,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",State Public University
C-63945,PRISM COLLEGE,Chhattisgarh,Durg,WWW.prismclg@gmail.com,2020,Rural,Affiliated College,Private Un-Aided,HEMCHAND YADAV VISHWAVIDYALAYA,State Public University
C-63947,TAGORE INSTITUTE OF PHARMACY AND RESEARCH,Chhattisgarh,Bilaspur,www.tipr.in,2020,Urban,Affiliated College,Private Un-Aided,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",State Public University
