Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Name,University Type
C-30385,"VIMS Mother Theresa College of Nursing, Vijayawada",Andhra Pradesh,Krishna,www.vimscolleges.com,2003,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30387,"Sri Venkateswara College of Nursing, Kakinada",Andhra Pradesh,East Godavari,WWW.SVCONKKD.COM,2004,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30395,"Monteesori College of Physiotheraphy, Vijayawada",Andhra Pradesh,Krishna,www.mmcolleges.com,1999,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30397,"K.K.C. College of B.Sc Nursing, Puttur",Andhra Pradesh,Chittoor,www.kkcnursing.org,2005,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30398,"Dileef College of Nursing, Nellore",Andhra Pradesh,Sri Potti Sriramulu Nellore,www.dileefedu.com,2005,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30400,"Sri Vignan Nursing Academy College, Kadiri",Andhra Pradesh,Ananthapuramu,www.srivignan.com,2006,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30401,"Padma Chandra College of Nursing, Kurnool",Andhra Pradesh,Kurnool,Padmachandracon.com,2005,Urban,Affiliated College,University,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30403,"Grace College of Nursing, Machilipatnam",Andhra Pradesh,Krishna,www.graceconmtm.in,2016,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30404,"Kugler College of Nursing, Guntur",Andhra Pradesh,Guntur,www.demoaelc.co.in,2005,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30405,"Manisha College of Nursing, Visakhapatnam",Andhra Pradesh,Visakhapatnam,www.manishanursing.org,2003,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30408,"Sri Venkateswara Medical College, Tirupati",Andhra Pradesh,Chittoor,www.svmctpt.edu.in,1960,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30409,"Government Medical College, Anantapur",Andhra Pradesh,Ananthapuramu,http://gmcatp.in,2000,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30410,"Vijaya College of Nursing, Nellore",Andhra Pradesh,Sri Potti Sriramulu Nellore,www.vijayanellore.org,2004,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30415,"Narayana College of Physiotheraphy, Nellore",Andhra Pradesh,Sri Potti Sriramulu Nellore,https://www.narayanacollegeofphysiotherapy.com/,2003,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30417,"Chaitanya College of B.Sc Nursing, Ongole",Andhra Pradesh,Prakasam,www.chaitanyanursing.com,2003,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30423,"Repalle Christian College of Nursing, Repalle",Andhra Pradesh,Guntur,rccnursing.org,2007,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30427,"Bollineni College of Nursing, Nellore",Andhra Pradesh,Sri Potti Sriramulu Nellore,www.bollinenicollegeofnursing.com,2003,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30428,"Metas Advintest College of Nursing, Nuzividu",Andhra Pradesh,Krishna,www.metasofsda.in,2008,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30433,"Sri Krishna Chaitanya College of Nursing, Madanapalle",Andhra Pradesh,Chittoor,skcpmpl.in,2005,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30435,"NRI College of Nursing, Chinakakani",Andhra Pradesh,Guntur,www.nrias.net,2003,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30437,"Govt. Dental College, Vijayawada",Andhra Pradesh,Krishna,www.gdch.in,1992,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30440,"ASRAM College of Medical Lab Technology, Malkapuram",Andhra Pradesh,West Godavari,asram.co.in,2004,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30442,"Fathima Institute of Medical Scineces, Pulivendula",Andhra Pradesh,Y.S.R.,http://www.fimskadapa.in/,2010,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30575,"Guntur Medical College (B.Sc MLT), Guntur",Andhra Pradesh,Guntur,-,-,-,Affiliated College,-,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30444,"The Lakshmi Venkatesh T.G Physiotheraphy College, Kurnool",Andhra Pradesh,Kurnool,https://lvtgphysiotherapy.com/,1998,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30446,"Maharaja Inst. of Medical Sciences, Vizianagaram",Andhra Pradesh,Vizianagaram,www.mimsvzm.org,2002,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30452,"St. Joseph's College of Nursing, Dargametta",Andhra Pradesh,Sri Potti Sriramulu Nellore,www.stjosephconsjmj.com,2006,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30453,"Horsley Hills College of Nursing, Madanapalle",Andhra Pradesh,Chittoor,horsleyhillscollegeofnursing.com,2003,Urban,Affiliated College,University,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30456,"Rajiv Inst. of Medical Sciences, Srikakulam",Andhra Pradesh,Srikakulam,www.gmcsrikakulam.org,2008,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30457,"Saikrupa College of Nursing, Kadapa",Andhra Pradesh,Y.S.R.,saikrupanursing.com,2006,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30462,"Venkata Padmavathi College of Physiotherapy, Tirupati",Andhra Pradesh,Chittoor,www.vimstirupathi.com,1999,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30463,"Care Waltair College of Nursing, Visakhapatnam",Andhra Pradesh,Visakhapatnam,www.carewaltaircollegeofnursing.in,2006,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30464,"Rangaraya Medical College, Kakinada",Andhra Pradesh,East Godavari,rmckakinada.com,1978,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30465,"Aditya College of Nursing, Kakinada",Andhra Pradesh,East Godavari,aditya.ac.in,2004,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30468,"Mamata College of Nursing, Tenali",Andhra Pradesh,Guntur,www.mamathacollegeofnursing.com,2004,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30473,"GEMS Medical College, Srikakulam",Andhra Pradesh,Srikakulam,gems.edu.in,2010,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30475,"Lenora Institute of Dental Sciences, Rajahmundry",Andhra Pradesh,East Godavari,lids.ac.in,2008,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30476,"Rayalaseema College of Nursing, Kurnool",Andhra Pradesh,Kurnool,www.rayalaseemacollegeofnursing.com,2005,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30478,"Smt. Vijaya Luke College of Nursing, Visakhapatnam",Andhra Pradesh,Visakhapatnam,www.stlukeindia.org,2006,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30480,"Guntur Medical College, Guntur",Andhra Pradesh,Guntur,http://gunturmedicalcollege.edu.in/,1946,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30483,"Krishnaveni College of Nursing, Guntur",Andhra Pradesh,Guntur,www.kvcon.org,2011,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30484,"Konaseema Institute of Medical Sciences (BPT), Amalapuram",Andhra Pradesh,East Godavari,www.kims.in,2008,Urban,Affiliated College,Private Aided (Government Aided),"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30485,"Sri Venkata Padmavathi College of Nursing, Anantapur",Andhra Pradesh,Ananthapuramu,www.padmavathigroupofinstitutions.com,1998,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30489,"Sandya Institute of Physiotherapy & Rehabilitation, Kakinada",Andhra Pradesh,East Godavari,simscollege.ac.in,1999,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30493,"Nava Jeevan College of Medical Lab Technology, Kadapa",Andhra Pradesh,Y.S.R.,WWW.NAVAJEEVAN.ORG,2004,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30494,"Sri Sai College of Nursing, Anantapur",Andhra Pradesh,Ananthapuramu,www.srisaicollegeofnursing.com,2004,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30496,"Sri Sai saran College of Nursing, Rajahmundry",Andhra Pradesh,East Godavari,srisaisaran2006@gmail.com,2006,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30499,"Geetanjali Nursing College, Kurnool",Andhra Pradesh,Kurnool,www.geethanjalinursing.in,2005,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30502,"St. Lukes College of Nursing, Visakhapatnam",Andhra Pradesh,Visakhapatnam,stlukesindia.ac,2004,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30503,"Kavuri Subba Rao College of Nursing, Guntur",Andhra Pradesh,Guntur,www.ksrgroupofedu.org,2005,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30504,"Sruthi College of B.Sc Nursing, Guntur",Andhra Pradesh,Guntur,www.sruthigroupofinstutions.in,2016,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30507,"Madala Sakuntala Bhaskar College of Nursing, Guntur",Andhra Pradesh,Guntur,www.msbcollegeofnursing.com,2006,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30509,"Dr.Allu Ramalingaiah Government Homoeo Medical College, Rajahmundry",Andhra Pradesh,East Godavari,www.drarghmc.in,1969,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30510,"Balaji College of Nursing, Anantapur",Andhra Pradesh,Ananthapuramu,BLAP.IN,2006,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30512,"Madhu College of Nursing, Nandyal",Andhra Pradesh,Kurnool,www.madhuconndyl.com,2011,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30518,"P.N.C. & K.R College of Nursing, Guntur",Andhra Pradesh,Guntur,www.pnckr.com,2005,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30520,"Global College of Nursing, Kanuru",Andhra Pradesh,Krishna,www.globalmultispecialityhospital.com,2007,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30521,"Government College of Nursing, Anantapur",Andhra Pradesh,Ananthapuramu,www.gconatp.com ,2006,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30522,"NRI College of Medical Lab Technology, Chinakakani",Andhra Pradesh,Guntur,www.nrias.net,-,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30524,"GSL Medical College, Rajahmundry",Andhra Pradesh,East Godavari,www.gslmc.com,2003,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30525,"Venkata Padmavthi College of Medical Lab Technology, Tirupati",Andhra Pradesh,Chittoor,www.vimstirupathi.com,2000,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30528,"Academy of Life Sciences (Nursing), Visakhapatnam",Andhra Pradesh,Visakhapatnam,www.alsnursing.org,2006,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30529,"College of Life Sciences, Visakhapatnam",Andhra Pradesh,Visakhapatnam,www.clsvizag.org,2006,Urban,Affiliated College,Private Aided (Government Aided),"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30530,"S.I.M.S College of Medical Lab Technology, Guntur",Andhra Pradesh,Guntur,www.simscollege.ac.in,2003,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30531,"Haritha Paramedical College (B.Sc MLT), Kakinada",Andhra Pradesh,East Godavari,www.harithahospitalsandnursingacademy.com,-,Rural,Affiliated College,Private Aided (Government Aided),"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30533,"Nagarjuna College of Nursing, Kanuru",Andhra Pradesh,Krishna,www.nagarjunahospitals.com,2006,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30535,"Narayana College of Nursing, Nellore",Andhra Pradesh,Sri Potti Sriramulu Nellore,https://www.narayananursingcollege.com,2002,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30542,"Sri Venkata Padmavathi College of Nursing, Guntakal",Andhra Pradesh,Ananthapuramu,www.padmavathigroupofinstitutions.com,2000,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30544,"Siddhartha Medical College, Vijayawada",Andhra Pradesh,Krishna,smcvja.in,1981,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30546,"Sri Sadguru Alli Sabeh Swamy College of B.Sc. MLT, Guntakal",Andhra Pradesh,Ananthapuramu,www.sripadmavathigroupofinstitutions.com,2001,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30548,"Aswini College of Nursing, Guntur",Andhra Pradesh,Guntur,www.simscollege.ac.in,2005,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30388,"St. Ann's College of Nursing, Vijayawada",Andhra Pradesh,NTR,sacon2003vja.in,2003,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30477,"ASRAM College of Nursing, Eluru",Andhra Pradesh,Eluru,asrams.co.in,2005,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-24805,"Vikrama Simhapuri University P.G.Center, Kavali",Andhra Pradesh,Sri Potti Sriramulu Nellore,www.vsu.ac.in,1972,-,PG Center / Off-Campus Center,-,"Vikram Simhapuri University, Nellore",State Public University
C-23939,CH. S.D. ST. THERESA'S COLLEGE FOR WOMEN (A),Andhra Pradesh,Eluru,www.stcelr.ac.in,1953,Urban,Affiliated College,Private Aided (Government Aided),"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-68747,GM POLYTECHNIC OF AGRICULTURE,Andhra Pradesh,Nandyal,GMINSTITUTIONS.ORG,2014,Rural,Affiliated College,Private Un-Aided,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-23996,V D A Degree College,Andhra Pradesh,Visakhapatnam,www.visakhadefenceacademy.com,2002,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-42777,"St. Ignatious Degree College, Gurazala",Andhra Pradesh,Guntur,www.ignatiusgzl.com,1994,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-42657,"N.N.S Vidya Degree College, Chirala",Andhra Pradesh,Prakasam,www.vidyainstitutions.org,1997,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-42707,"G.R.R. & T.P.R. Degree College, Kandulapuram, Cumbum",Andhra Pradesh,Prakasam,www.grrtprdc.com,1994,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-42778,"S.V.K.P. Arts, Science & Commerce College, Markapur",Andhra Pradesh,Prakasam,www.svkpcollege.com,1967,Urban,Affiliated College,Private Aided (Government Aided),"Acharya Nagarjuna University, Guntur",State Public University
C-42660,"Bapatla Engineering College, Bapatla",Andhra Pradesh,Guntur,www.becbapatla.ac.in,1981,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-43259,"Mother Theresa Institute of Management, Palamaner",Andhra Pradesh,Chittoor,www.mtimba.edu.in,2001,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-23921,SIR C.R. REDDY COLLEGE,Andhra Pradesh,Eluru,https://sircrreddycollege.ac.in/index.php,1945,Urban,Autonomous College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-26331,"Silver Jubilee College (PG), Kurnool",Andhra Pradesh,Kurnool,https://www.sjgckurnool.edu.in/,1972,Urban,Affiliated College,State Government,CLUSTER UNIVERSITY,State Public University
C-24254,SKR Government Degree College (Women),Andhra Pradesh,East Godavari,www.skrgdcwrjy.ac.in,1968,Urban,Affiliated College,State Government,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-68745,S S AND N AH POLYTECHNIC COLLEGE,Andhra Pradesh,Palnadu,-,2017,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara Veterinary University, Tirupathi",State Public University
C-67613,GOVERNMENT DEGREE COLLEGE FOR WOMEN TAGARAPUVALASA,Andhra Pradesh,Visakhapatnam,http://www.gdcwthagarapuvalasa.info,2021,Urban,Affiliated College,State Government,"Andhra University, Visakhapatnam",State Public University
C-24274,Sir CRR College (PG Courses),Andhra Pradesh,Eluru,www.sircrrpgcourses.ac.in,1971,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23814,Sir CR Reddy College PG Management Studies,Andhra Pradesh,Eluru,www.sircrrpgcourses.ac.in,1986,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-32824,"S.V. Arts & Science College, Giddaluru",Andhra Pradesh,Prakasam,www.svcollege.com,1973,Urban,Affiliated College,Private Aided (Government Aided),"Acharya Nagarjuna University, Guntur",State Public University
C-32814,"S.M.P.A. Degree College, Cherukupalli",Andhra Pradesh,Guntur,WWW.SMPA DEGREE COLLEGE,1991,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-57066,"Sri Rajarajeswari College of Education, Pulipadu Village, Mundlamur Mandal, Prakasam District",Andhra Pradesh,Prakasam,www.srrcied.in,2007,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-57067,"Akshara College of Education, Gundlapalli Village, Maddipadu Mandal, Prakasam District",Andhra Pradesh,Prakasam,www.aksharaedu.com,2016,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-26903,"Bheema Institute of Technology & Sciences, Adoni",Andhra Pradesh,Kurnool,"www.bitsadoni.ac,in",2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-26904,"Sri Venkateswara College of Pharmacy, Chittoor",Andhra Pradesh,Chittoor,www.svcop.in,2007,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-26906,Swathi College of Pharmacy,Andhra Pradesh,Sri Potti Sriramulu Nellore,https://pharmacy.swathicolleges.ac.in/,2009,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-30497,"Emmi College of Nursing, Phirangipuram, Guntur",Andhra Pradesh,Prakasam,www.emmigroup.in	,2007,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-26907,"Raghavendra Institute of Pharmaceutical Education & Research, Anantapur",Andhra Pradesh,Ananthapuramu,www.riper.ac.in,2002,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-32816,"P.N.C & K.R. College, Narasaraopeta",Andhra Pradesh,Guntur,www.pnckr.com,1991,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32821,"Matrusri Oriental College, Jillelamudi, Bapatla",Andhra Pradesh,Guntur,www.mocjillelamudi.ac.in,1971,Rural,Affiliated College,Private Aided (Government Aided),"Acharya Nagarjuna University, Guntur",State Public University
C-32829,"Mahatma Gandhi College, Guntur",Andhra Pradesh,Guntur,www.mahatmagandhicollege.com,1992,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-26288,"S.V. Arts, Commerce & Science, Chagalamarri",Andhra Pradesh,Kurnool,svacscmi.org.in,1981,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-32815,"J.C. College of Law, Guntur",Andhra Pradesh,Guntur,www.jccollegeoflaw.in,1991,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32830,"Ideal & S.K.C.M Degree College, Markapur",Andhra Pradesh,Prakasam,www.idealskcmmrkp.info,2002,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32811,"Dr. Samuel George College of Pharmaceutical Science, Markapur",Andhra Pradesh,Prakasam,www.drsgips.ac.in,2001,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32820,"V.S.R. & A.M. Degree College, Martur",Andhra Pradesh,Prakasam,www.vsrammartur.in,1992,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32813,"Dr.Homi Jahangir Baba Degree College, Karlapalem",Andhra Pradesh,Guntur,www.drhjbdegree.in,2012,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-30914,"Sri Vani Institute of Management & Science, Anantapur",Andhra Pradesh,Ananthapuramu,srivanimcamba.org,2008,Rural,Affiliated College,Private Aided (Government Aided),"Sri Krishnadevaraya University, Anantapur",State Public University
C-30918,"Sai Siddartha College of Education, Tadipatri",Andhra Pradesh,Ananthapuramu,www.ss-coe.org,2007,Rural,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30920,"N.S.P.R. Government Degree College for Women, Hindupur",Andhra Pradesh,Sri Sathya Sai,www.nsprgdcwhindupur.ac.in,1987,Urban,Affiliated College,State Government,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30922,"Sri Sai Degree College, Anantapur",Andhra Pradesh,Ananthapuramu,-,1999,Urban,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30924,"A.N.K. Degree College, Gorantla",Andhra Pradesh,Ananthapuramu,akdcgrt.website.com/website,2010,Rural,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30927,"Sreenivasa Degree College, Dharmavaram",Andhra Pradesh,Ananthapuramu,www.sreenivasadpgc.in,2005,Urban,Affiliated College,University,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30928,SKU College of Education,Andhra Pradesh,Ananthapuramu,www.skuniversity.org,2003,Rural,Constituent / University College,State Government,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30929,"Government Degree College, Uravakonda",Andhra Pradesh,Ananthapuramu,www.gdcuravakonda.ac.in,1980,Rural,Affiliated College,State Government,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30933,"K.T.S. Government Degree College, Rayadurg",Andhra Pradesh,Ananthapuramu,www.gdcrayadurg.ac.in,1981,Rural,Affiliated College,State Government,"Sri Krishnadevaraya University, Anantapur",State Public University
C-56614,"DRK REDDY COLLEGE OF PHYSICAL EDUCATION, G. MAMIDADA",Andhra Pradesh,Kakinada,www.dlrcollege.org,1995,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-30938,"K.S.N. Government Degree College for Women, Anantapur",Andhra Pradesh,Ananthapuramu,www.ksngdcw.ac.in,1984,Urban,Affiliated College,State Government,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30939,"Government Degree College, Tadipatri",Andhra Pradesh,Ananthapuramu,www.gdctadipatri.ac.in,1978,Rural,Affiliated College,State Government,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30941,"Saraswathi Degree College, Tadipatri",Andhra Pradesh,Ananthapuramu,www.sdc2002.com,2002,Urban,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30946,"Sri Venkateswara Degree College, Yadiki",Andhra Pradesh,Ananthapuramu,svdcyadiki.com,1995,Rural,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30951,"Sri Balaji College of Education, Anantapur",Andhra Pradesh,Ananthapuramu,www.bcebed.in,2002,Urban,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30953,"Nalanda Degree College, Anantapur",Andhra Pradesh,Ananthapuramu,www.nalandadegreecollege.com,2005,Urban,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30955,"Sir C.V. Raman Degree College, Tadipatri",Andhra Pradesh,Ananthapuramu,https://scvrdc.com/,2001,Urban,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30956,"S.K.P. Government Degree College, Guntakal",Andhra Pradesh,Ananthapuramu,https://skpgcguntakal.ac.in/,1968,Urban,Affiliated College,State Government,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30957,"Shri Vivekananda Institute of Science, Guntakal",Andhra Pradesh,Ananthapuramu,www.svisgtl.com,2010,Urban,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-30958,"PRR Institute of Management, Gooty",Andhra Pradesh,Ananthapuramu,prrims.in,2008,Urban,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
