Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Name,University Type
C-24933,GURAJADA COLLEGE OF EDUCATION,Andhra Pradesh,Srikakulam,www.gurajadacollegeofednsklm.com,1984,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24932,"GOVERNMENT DEGREE COLLEGE, PALAKONDA",Andhra Pradesh,Parvathipuram Manyam,www.gdcplkd.com,1983,Rural,Affiliated College,State Government,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24931,SRI SAI DEGREE COLLEGE,Andhra Pradesh,Srikakulam,srisaidegreecollege.in,2007,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24923,"VAMSADHARA DEGREE COLLEGE, KOTABOMMALI",Andhra Pradesh,Srikakulam,WWW.VAMSADHARADC.ORG.IN,2003,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24922,SRI. GCSR. DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.srigcsrcollege.org,1992,Urban,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24916,SRI KRISHNA SAI DEGREE COLLEGE,Andhra Pradesh,Srikakulam,https://www.sksdc,2002,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24912,KIRANMAI DEGREE COLLEGE,Andhra Pradesh,Srikakulam,WWW.KIRANMAYI.PPM,2003,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24911,VAMSADHARA COLLEGE OF EDUCATION,Andhra Pradesh,Srikakulam,vamsadharacoe.org.in,2007,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24910,PRAJNA COLLEGE OF SCIENCE & ARTS NEAR G.J. COLLEGE,Andhra Pradesh,Srikakulam,www.prajnacollege.org.in,1999,Urban,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-27754,"KMM Institute of P.G. Studies, Ramireddi Palle, Tirupati",Andhra Pradesh,Tirupati,kmmips.ac.in,2001,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-55017,LITTLE ROSE COLLEGE OF EDUCATION,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,www.littlerose.org.in,2004,Rural,Affiliated College,Private Aided (Government Aided),"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24297,ABHYUDAYA DEGREE COLLEGE,Andhra Pradesh,West Godavari,abhyudayadc.com,2005,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-30253,Sri Srinivasa Degree College,Andhra Pradesh,Y.S.R.,srinivasadegreecollege.in,2005,Urban,Affiliated College,Private Un-Aided,"Yogi Vemana University, Kadapa",State Public University
C-24907,"S.B.S.Y.M.  DEGREE COLLEGE, PALASA",Andhra Pradesh,Srikakulam,sbsymdc.com,1981,Urban,Affiliated College,Private Aided (Government Aided),"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24906,VIDYADHARI DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.vidyadhari.com,2003,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24905,ABHYUDAYA DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.abhyudayadegreecollege.com,2002,Urban,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-30300,Mahammod College of Education,Andhra Pradesh,Y.S.R.,mahamoodcollegeofeducationkadapa.com,2011,Urban,Affiliated College,Private Un-Aided,"Yogi Vemana University, Kadapa",State Public University
C-24904,SYSTEM DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.systemdegreecollege.org,2005,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-37208,Seven Hills College of Education,Andhra Pradesh,Guntur,www.shbedcollege.com,2007,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-37209,Kasturibai College of Education,Andhra Pradesh,Guntur,www.kasturibaibed.com,2011,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-37213,Vellanki College of Education,Andhra Pradesh,Guntur,WWW.VELLANKI COLLEGE OF EDUCATION.ORG,2007,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-24903,RANGUMUDRI COLLEGE OF EDUCATION,Andhra Pradesh,Srikakulam,www.rangumudricollegeofeducation.com,2003,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24896,"GOVERNMENT DEGREE COLLEGE, SEETHAMMAPETA",Andhra Pradesh,Parvathipuram Manyam,www.gdcseethampeta.org,2008,Rural,Affiliated College,State Government,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24894,SURYA TEJA DEGREE COLLEGE,Andhra Pradesh,Srikakulam,http://www.suryatejacollege.org/,2011,Urban,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24893,BADAGALA SANKARA RAO DEGREE COLLEGE,Andhra Pradesh,Srikakulam,bsreskvt.org,2005,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24847,GEETAM DEGREE COLLEGE,Andhra Pradesh,Srikakulam,https://Geetamcollege.in,2005,Urban,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24899,SATHAVAHANA COLLEGE OF SCIENCE & ARTS,Andhra Pradesh,Srikakulam,WWW.SATHAVAHANACOLLEGE.COM,2005,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-27671,Govt. Degree College Kuppam  Rural  Co-Ed.,Andhra Pradesh,Chittoor,www.gdckuppam.edu.in,2008,Rural,Affiliated College,State Government,"Sri Venkateswara University, Tirupathy",State Public University
C-24876,GOVERNMENT COLLEGE FOR WOMEN,Andhra Pradesh,Srikakulam,www.gcwskl.ac.in,1968,Urban,Affiliated College,State Government,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24891,GHANTA NARAYANA RAO PRIVATE UN  AIDED DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.gnrdc.in,2005,Urban,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24890,SRI SIVANI DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.srisivanidegreecollege.com,1998,Urban,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24889,GOVERNMENT DEGREE COLLEGE Narasanna Peta,Andhra Pradesh,Srikakulam,www.gdcnarasannapeta.ac.in,1981,Rural,Affiliated College,State Government,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24888,SARADA DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.saradadegreecollegesrikakulam.in,1999,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24887,Dr.  C.L. NAIDU DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.clndegree ,2005,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24881,SRI PRATIBA DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.sriprathibhadegree.co.in,2003,Urban,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24880,SAMASKARA BHARATHI DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.samskarabharathi.com,2005,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24878,SANTHINIKETAN DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.santhiniketandegreecollege.com,1997,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24875,SSR COLLAGE OF EDUCATTION,Andhra Pradesh,Srikakulam,www.ssrcollegeofeducation.com,2011,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24874,S.V.J.  DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.svjdegreecollege.com,2005,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-47707,"TT COLLEGE, AALO",Arunachal Pradesh,West Siang,www.ttcaalo.org.in,2011,Rural,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-47709,"GOVERNMENT COLLEGE, DAPORIJO",Arunachal Pradesh,Upper Subansiri,https://uppersubansiri.nic.in/public-utility/government-college-daporijo/,2012,Urban,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-63904,ZION INSTITUTE OF NURSING,Arunachal Pradesh,Papum Pare,www.zioninstitute.org,2013,Urban,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-47705,"SIANG ROYAL ACADEMY, PASIGHAT",Arunachal Pradesh,East Siang,siangroyalacademy.com,2012,Urban,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-16304,"Indira Gandhi Government College, Tezu",Arunachal Pradesh,Lohit,www.iggc.org.in,1986,Rural,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-67966,"GOVERNMENT NURSING COLLEGE, PASIGHAT",Arunachal Pradesh,East Siang,-,2020,Urban,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-57154,DONYI POLO B.Ed COLLEGE,Arunachal Pradesh,Papum Pare,www.donyipolobedcollge.in,2015,Urban,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-16292,"Donyi Polo Government College, Kamki",Arunachal Pradesh,West Siang,www.dpgc.ac.in,1996,Rural,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-60512,Tomo Riba Institute of Health and Medical Sciences,Arunachal Pradesh,Papum Pare,www.trihms.co.in,2018,Urban,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-55481,DENNING COLLEGE FOR TEACHERS EDUCATION,Arunachal Pradesh,Lohit,www.denning-college.org,2013,Urban,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-16299,"Neelam Taram Government College, Yachuli",Arunachal Pradesh,Lower Subansiri,www.gcyachuli.ac.in,2007,Rural,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-47706,"MUDO TAMO MEMORIAL COLLEGE, ZIRO",Arunachal Pradesh,Lower Subansiri,www.mtmcollege.ac.in,2011,Rural,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-26828,"College of Horticulture and Forestry, Pasighat",Arunachal Pradesh,East Siang,http://chfcau.org.in,2001,Rural,Constituent / University College,Central Government,"Central Agricultural University, Imphal",Central University
C-58879,MAHABODHI LORD BUDDHA COLLEGE,Arunachal Pradesh,Lohit,www.mlbcollege.in,2013,Rural,Affiliated College,Private Aided (Government Aided),"Rajiv Gandhi University, Itanagar",Central University
C-55380,"Government women college, NAHARLAGUN",Arunachal Pradesh,Papum Pare,bygwcpoma.in,2014,Urban,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-16291,"Dera Natung Government College, Itanagar",Arunachal Pradesh,Papum Pare,www.dngc.ac.in,1979,Urban,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-16289,"Hills College of Teacher's Education, Naharlagun",Arunachal Pradesh,Papum Pare,www.hcte.org,2006,Rural,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-73731,SEI MEMORIAL COLLEGE    ,Arunachal Pradesh,Papum Pare,www.seimemorialcollege.com,2023,Rural,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-57246,VIVEKANANDA KENDRA COLLEGE OF TEACHER EDUCATION,Arunachal Pradesh,Papum Pare,www.vkcte.ac.in,2015,Urban,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-16288,"Saint Claret College, Ziro",Arunachal Pradesh,Lower Subansiri,www.sccz.edu.in,2003,Rural,Affiliated College,Private Aided (Government Aided),"Rajiv Gandhi University, Itanagar",Central University
C-60311,"College of Agriculture, Pasighat",Arunachal Pradesh,East Siang,www.cau.ac.in,-,Rural,Constituent / University College,University,"Central Agricultural University, Imphal",Central University
C-60561,"GOVERNMENT MODEL COLLEGE, GEKU",Arunachal Pradesh,Upper Siang,www.gmdcgeku.in,2014,Rural,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-66910,ARUNACHAL STATE NURSING COLLEGE TRIHMS NAHARLAGUN,Arunachal Pradesh,Papum Pare,asnc.co.in,2020,Urban,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-16293,Arunachal Law Academy,Arunachal Pradesh,Papum Pare,www.arunachallawacademy.com,2007,Urban,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-16294,"North East Homeopathic Medical College, Itanagar",Arunachal Pradesh,Papum Pare,www.nehmch.org.in,2001,Urban,Affiliated College,Private Aided (Government Aided),"Rajiv Gandhi University, Itanagar",Central University
C-55095,Kasturba Gandhi Institue of Higher Education,Arunachal Pradesh,Lower Dibang Valley,www.kgihe.in,2014,Rural,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-16295,"Doying Gumin College, Pasighat",Arunachal Pradesh,East Siang,www.dgcpasighat.in,2004,Rural,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-73548,NORTH EASTERN INSTITUTE OF AYURVEDA AND FOLK MEDICINE RESEARCH    ,Arunachal Pradesh,East Siang,neiafmr.org.in,2024,Urban,Affiliated College,Central Government,"Rajiv Gandhi University, Itanagar",Central University
C-58505,"Venerable Uktara Bethany College, Manmow",Arunachal Pradesh,Lohit,www.vubcnamsai.com,2014,Rural,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-61896,Govt Model Degree College Palin,Arunachal Pradesh,Kra Daadi,-,2018,Urban,Affiliated College,University,"Rajiv Gandhi University, Itanagar",Central University
C-61895,GOVERNMENT LAW COLLEGE,Arunachal Pradesh,Papum Pare,http://jgglc.ac.in/,2017,Rural,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-16296,"Don Bosco College, Juli, Itanagar",Arunachal Pradesh,Papum Pare,www.dbcitanagar.ac.in,2002,Rural,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-47710,"TADAR TANIANG GOVERNMENT COLLEGE, NYAPIN",Arunachal Pradesh,Kurung Kumey,-,2008,Rural,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-16297,"Government College, Bomdila",Arunachal Pradesh,West Kameng,www.gcbdl.edu.in,1988,Urban,Affiliated College,Central Government,"Rajiv Gandhi University, Itanagar",Central University
C-59964,Dorjee Khandu Government College Tawang.,Arunachal Pradesh,Tawang,http://www.dkgct.in,2016,Urban,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-47708,"GOVERNMENT COLLEGE, DOIMUKH",Arunachal Pradesh,Papum Pare,https://gcdmkh.in,2012,Rural,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-16290,"Rang Frah Government College, Changlang",Arunachal Pradesh,Changlang,www.rangfrahgc.org,1996,Rural,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-16298,Arunachal Community College of Health Sciences,Arunachal Pradesh,Papum Pare,www.arunachalcommunitycollege.in,2007,Urban,Affiliated College,Local Body,"Rajiv Gandhi University, Itanagar",Central University
C-59988,Jomin Tayeng Government Model Degree College,Arunachal Pradesh,Lower Dibang Valley,www.jtgmdcollege.in,2016,Rural,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-16300,"Wangcha Rajkumar Government College, Deomali",Arunachal Pradesh,Tirap,www.wrgcollege.ac.in,1997,Urban,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-16301,"St. Francis De Sales College, Aalo",Arunachal Pradesh,West Siang,www.sfscaalo.ac.in,2007,Rural,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-59891,Namdapha Degree College,Arunachal Pradesh,Changlang,http://www.namdaphadegreecollege.com,2018,Rural,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-16302,Jawaharlal Nehru College Pasighat,Arunachal Pradesh,East Siang,www.jncpasighat.edu.in,1964,Urban,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-16303,Government College Seppa,Arunachal Pradesh,East Kameng,www.gcseppa.com,2010,Rural,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-60316,"Government Model College, Basar",Arunachal Pradesh,West Siang,-,2015,Rural,Affiliated College,State Government,"Rajiv Gandhi University, Itanagar",Central University
C-51742,North East Nursing College of Health Science,Arunachal Pradesh,Papum Pare,https://www.nenchs.com,-,Urban,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-47704,"DAYING ERING COLLEGE OF TEACHERs EDUCATION, PASIGHAT",Arunachal Pradesh,East Siang,www.decte.in,2007,Rural,Affiliated College,Private Un-Aided,"Rajiv Gandhi University, Itanagar",Central University
C-61392,DON BOSCO COLLEGE GOLAGHAT,Assam,Golaghat,https://dbcgolaghat.edu.in,2015,Urban,Affiliated College,Private Un-Aided,"Dibrugarh University, Dibrugarh",State Public University
C-71750,GOVERNMENT MODEL COLLEGE BALIPARA,Assam,Sonitpur,www.gmcbalipara.ac.in,-,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-8363,Pub Majuli College P.O. Majuli,Assam,Majuli,www.pubmajulicollege.org,1990,Rural,Affiliated College,State Government,"Dibrugarh University, Dibrugarh",State Public University
C-17133,"Dimoria College ,Khetri",Assam,Kamrup Metro,www.dimoriacollege.ac.in,1979,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17199,Nowgong Girls' College,Assam,Nagaon,www.nowgonggirlscollege.edu.in,1962,Urban,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17198,K.R.B. Girls' College,Assam,Kamrup Metro,krbgirlscollege.ac.in,1971,Urban,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-63324,Pandit Deendayal Upadhyaya Adarsha Mahavidyalaya Behali,Assam,Biswanath,https://www.deendayalcollegebehali.in/,2017,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17197,Lakhipur College,Assam,Goalpara,www.lakhipurcollege.ac.in,1981,Urban,Affiliated College,Local Body,"Gauhati University, Guwahati",State Public University
C-17196,Handique Girl's College,Assam,Kamrup Metro,www.hgcollege.edu.in,1939,Urban,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17194,Uttar Kampith Mahavidyalaya,Assam,Nalbari,www.ukmahavidyalaya.ac.in,1983,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17192,Hatsingimari College,Assam,South Salmara Mancachar,www.hatsingimaricollege.ac.in,1987,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17190,Dhubri P.G.T.T. College,Assam,Dhubri,www.dhubripgttcollege.in,1991,Rural,Affiliated College,Local Body,"Gauhati University, Guwahati",State Public University
C-17189,Nabajyoti College,Assam,Barpeta,www.nabajyoticollege.ac.in,1971,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17188,BRM Govt.Law College,Assam,Kamrup Metro,www.brmgovtlawcollege.org.in,1914,Urban,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17187,Dhubri Law College,Assam,Dhubri,https://dhubrilawcollege.in/,1967,Urban,Affiliated College,Private Aided (Government Aided),"Gauhati University, Guwahati",State Public University
C-17186,T.T. College,Assam,Kamrup,www.ttcollegemirza.com,1992,Rural,Affiliated College,Private Un-Aided,"Gauhati University, Guwahati",State Public University
C-17185,Pub-Kamrup College,Assam,Kamrup,www.pubkamrupcollege.co.in,1972,Rural,Affiliated College,University,"Gauhati University, Guwahati",State Public University
C-17184,Chilarai College,Assam,Dhubri,www.chilaraicollege.co.in,1973,Urban,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17183,Kaliabor College,Assam,Nagaon,www.kaliaborcollege.ac.in,1969,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17181,Barpeta Law College,Assam,Barpeta,blc.ac.in,1972,Urban,Affiliated College,Private Un-Aided,"Gauhati University, Guwahati",State Public University
C-17179,Nirmal Haloi College,Assam,Bajali,www.nhcollege.ac.in,1979,Urban,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17176,Swahid Smriti Mahavidyalaya,Assam,Nalbari,http://ssm.ac.in,1989,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17174,Dalgoma Anchalik College,Assam,Goalpara,www.dalgomaanchalikcollege.co.in,1993,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
