Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Name,University Type
C-23946,Dr. C.S.N. DEGREE & P.G. COLLEGE,Andhra Pradesh,West Godavari,www.drcsndegreeandpgcollege.ac.in,1994,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23954,D.R.G. DEGREE COLLEGE FOR WOMEN,Andhra Pradesh,West Godavari,www.drgoenkawomensdegreecollege.com,1975,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24221,Nova College of Education,Andhra Pradesh,West Godavari,www.nova.ac.in,2002,Rural,Affiliated College,Local Body,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-59382,GEMS College of Physiotherapy,Andhra Pradesh,Srikakulam,http://gems.edu.in,2016,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-24138,D.R.G.Govt.Degree College,Andhra Pradesh,West Godavari,www.drggdc.in,1966,Rural,Affiliated College,State Government,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24929,S.S.R.  DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.ssrdegreecollege.com,1998,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-35412,Dr.K.V.R.D & S.G.J.V.S.Degree College,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,drkvrd.com,1992,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24930,S.L.T.N DEGREE COLLEGE,Andhra Pradesh,Srikakulam,wepka.sltndc,2007,Urban,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-17932,POTTI SRIRAMULU CHALAVADI MALLIKARJUNA RAO COLLEGE OF ENGINEERING AND TECHNOLOGY,Andhra Pradesh,Krishna,www.pscmr.ac.in,2008,Urban,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-27686,"Ushodaya Degree College, Bangarupalem",Andhra Pradesh,Chittoor,www.ushodaybpm,2007,Rural,Affiliated College,Private Aided (Government Aided),"Sri Venkateswara University, Tirupathy",State Public University
C-55544,"Sri Adisiva Sadguru Alli Saheb Sivaarvyula Ayurvedic Medicakal College, Thimmapuram, Guntakal",Andhra Pradesh,Ananthapuramu,-,-,-,Affiliated College,-,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-24242,Dr. Maddigopalakrishna Reddy Degree College,Andhra Pradesh,West Godavari,http://mgkrdcjrg.in/,2006,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24168,Dr.R.B.R.V.R.N.Edl.Academy Mahila Degree College,Andhra Pradesh,East Godavari,WWW.RBRVRNMAHILA.COM,2002,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23834,Dr. SARVEPALLI RADHAKRISHNA DEGREE COLLEGE,Andhra Pradesh,East Godavari,www.drsrkcolleges.com,2003,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24485,LITTLE FLOWER DEGREE COLLEGE,Andhra Pradesh,West Godavari,https://littleflowerdegreecollege.edu.in,2005,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24270,Little Rose Degree College,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,www.littlerose.in,2002,Rural,Affiliated College,Private Aided (Government Aided),"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24432,MAA COMMERCE & SCIENCE DEGREE COLLEGE,Andhra Pradesh,West Godavari,https://mcs.degree.nic,2010,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23849,Minarva Degree College,Andhra Pradesh,Kakinada,www.minerva.guru,1998,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-72867,SAI SRI COLLEGE OF PHYSIOTHERAPY,Andhra Pradesh,Eluru,www.ssiahs.com,-,Urban,Affiliated College,University,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-72864,"SRI RAMA ADITYA COLLEGE OF NURSING, RAMACHANDRAPURAM",Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,-,-,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-33027,"Deepthi Degree College, Mamidikuduru",Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,http://deepthies.org.in,2005,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-27197,"Pragati Degree College, Kakinada, E.G.Dist.",Andhra Pradesh,Kakinada,www.pragatigroup.org,2003,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-55832,"SREE LAKSHMI SREENIVASA COLLEGE OF EDUCATION ,KURNOOL",Andhra Pradesh,Kurnool,www.slsce.in,2016,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-59375,GIET DEGREE COLLEGE,Andhra Pradesh,East Godavari,www.gietdc.com,2017,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24362,PRAKASAM DEGREE COLLEGE,Andhra Pradesh,West Godavari,https://www.praksamcollege.ac.in/demo2,2003,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-39219,"Pratibha Degree College, Kuyyeru(v), Kajukuru(M), E.G.Dist.",Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,www.prathibha.edn.in,2007,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23857,S.K.S.D. MAHILA KALASALA UG AND PG (AUTONOMOUS),Andhra Pradesh,West Godavari,https://sksdmahilakalasala.ac.in/,1982,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-27688,Govt. Degree College Sathyavedu  Rural            Co-Ed.,Andhra Pradesh,Tirupati,www.gdcsatyavavedu.in,2008,Rural,Affiliated College,State Government,"Sri Venkateswara University, Tirupathy",State Public University
C-23961,S.K.V.R.R. DEGREE COLLEGE,Andhra Pradesh,West Godavari,-,1994,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24146,S.M.B.T.A.V. & S.N. DEGREE COLLEGE,Andhra Pradesh,West Godavari,www.smbtcollege.edu.in,1981,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24118,Smt.Basava Mangayamma Memorial Degree College,Andhra Pradesh,East Godavari,www.aditya.ac.in,2001,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23908,Smt.B.S.R.Degree College,Andhra Pradesh,East Godavari,www.smtbsrdegreecollege.in,1994,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24185,"Smt.B.S.R.Degree College, Gokavaram",Andhra Pradesh,East Godavari,SMTBARRESUBBALAKSHMIRATNAMDEGREECOLLEGE.IN,2006,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23991,Smt. GOTTUMUKKALA SARASWATHI DEGREE COLLEGE,Andhra Pradesh,West Godavari,www.GSRVidyalayas.com,2005,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24147,V.K.V.Govt.Degree College,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,https://gdckothapeta.edu.in/,1979,Rural,Affiliated College,State Government,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24290,V.S.K. DEGREE COLLEGE,Andhra Pradesh,West Godavari,www.vskcollege.ac.in,1990,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-27166,SREEPAADA Degree College,Andhra Pradesh,Visakhapatnam,sreepaadadegreecollege.org,2003,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-23960,VSL Degree College,Andhra Pradesh,Kakinada,vsldegreecollege.com,2005,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24390,V.S.M.College,Andhra Pradesh,East Godavari,www.vsmcollege.org,1966,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24005,V.S.R.Rural Degree College,Andhra Pradesh,East Godavari,www.vignanruraldegreecollege.com,1994,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-32726,"St. John College of Education, Cumbum",Andhra Pradesh,Prakasam,www.stjce.com,2003,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32785,"Sri Kandula Obula Reddy Degree College, Bestavaripeta",Andhra Pradesh,Prakasam,www.skordegree.in,1992,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-24164,Benaiah Christian College of Education,Andhra Pradesh,East Godavari,www.benaiah.com,2003,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24336,V.V. GIRI GOVT. KALASALA,Andhra Pradesh,West Godavari,www.gdcdumpagadapa.ac.in,1974,Rural,Affiliated College,State Government,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-54620,"Sri Venkateswara Degree College, Mudhanur",Andhra Pradesh,Y.S.R.,www.svdc.org,2014,Rural,Affiliated College,Private Un-Aided,"Yogi Vemana University, Kadapa",State Public University
C-54623,SVSRM College of Education ,Andhra Pradesh,Y.S.R.,www.svrsmce.org,2007,Rural,Affiliated College,Private Un-Aided,"Yogi Vemana University, Kadapa",State Public University
C-30550,"Govt. College of Nursing, Kurnool",Andhra Pradesh,Kurnool,www.nowebsite.com,1982,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-24159,S.R.V.B.S.J.B.Maharani College,Andhra Pradesh,East Godavari,http://maharanee.ac.in,1967,Urban,Affiliated College,Private Aided (Government Aided),"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24188,St. MARYS NIRMALA HRUDAYA MAHILA COLLEGE,Andhra Pradesh,East Godavari,www.hrudayacollege.in,1999,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-39218,"S.V. Degree Colelge, Bhimadole(V&M), W.G.Dist.",Andhra Pradesh,West Godavari,http://www.svdegreecollegebhimadole.in/,2007,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23976,S.V.D. GOVT. DEGREE COLLEGE FOR WOMEN,Andhra Pradesh,East Godavari,www.gdcwndd.ac.in,1983,Urban,Affiliated College,State Government,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24483,S.V.J.V. SANSKRIT COLLEGE,Andhra Pradesh,West Godavari,www.svjvsanskritcollege.com,1912,Urban,Affiliated College,Private Aided (Government Aided),"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-27690,"Global Institute of Advance Study in Education, Palamaner",Andhra Pradesh,Chittoor,www.globaliase.net,2003,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-49193,"UNIVERSAL DEGREE COLLEGE, YERRAGONDLAPALEM",Andhra Pradesh,Prakasam,www.sgurides.org,2014,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-23967,C.N.R. Degree College,Andhra Pradesh,East Godavari,-,-,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-27692,"Sri Venkateswara College of Education, Bangarupalem",Andhra Pradesh,Chittoor,www.svect.com,2009,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-30551,"Priyadarsini College of Nursing, Rajahmundry",Andhra Pradesh,East Godavari,www.priyadarshinicollegeofnursing.com,2007,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-49190,"SRI GOWTHAMI DEGREE COLLEGE, SANTHANUTHALAPADU",Andhra Pradesh,Prakasam,www.sgei.ac.in,2014,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-49187,"RAVI TEJA COLLEGE OF EDUCATION, BESTAVARIPET",Andhra Pradesh,Prakasam,http://ravitejaedu.in/,2005,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-27002,Vagdevi College of Pharmacy & Research Centre,Andhra Pradesh,Sri Potti Sriramulu Nellore,www.vcprc.edu.in,2004,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-26822,"A V N (Arigi Veerunaidu) Science & Arts Degree College, Vizianagaram",Andhra Pradesh,Vizianagaram,www.avndegreecollege.in,2001,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-66659,SIDDHARTHA DEGREE COLLEGE VELAIRPAD,Andhra Pradesh,Eluru,www.siddharthadc.com,-,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-71801,SREE VENKATESWARA PHARMACY COLLEGE,Andhra Pradesh,Sri Potti Sriramulu Nellore,-,-,-,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-71803,"BR INSTITUTE OF TECHNOLOGY AND MANAGEMENT SCIENCES, YANAMADALA, GUNTUR DISTRICT",Andhra Pradesh,Guntur,http://britms.in/,-,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-49186,"PRAVEEN COLLEGE OF EDUCATION, BESTAVARIPET",Andhra Pradesh,Prakasam,https://praveenedu.in/,2007,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-71804,SRI HARI POLYTECHNIC OF AGRICULTURE,Andhra Pradesh,Kurnool,-,-,Urban,Affiliated College,Private Un-Aided,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-54965,GEETANJALI DEGREE COLLEGE,Andhra Pradesh,Eluru,geniusbraintrainers.com,2012,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-58270,SRI SAI VYSHNAVI DEGREE COLLEGE,Andhra Pradesh,Chittoor,www.ssvdc.com,2015,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-58269,AKSHARA DEGREE COLLEGE,Andhra Pradesh,Kurnool,-,2017,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-58266,Sir C.V.RAMAN INSTITUTE OF MANAGEMENT STUDIES,Andhra Pradesh,Ananthapuramu,https://scvrim.com/,2014,Rural,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-65952,SRI LAKSHMI VENKATESWARA COLLEGE OF NURSING,Andhra Pradesh,Ananthapuramu,www.slvnursingcollege.in,2017,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-71809,NIMRA INSTITUTE OF DENTAL SCIENCES,Andhra Pradesh,NTR,nimraedu.in,-,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-65948,SRI LAKSHMI BPED COLLEGE,Andhra Pradesh,Kurnool,www.srilakshmibped.in,2014,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-18133,International School of Technology and Sciences for  Women,Andhra Pradesh,East Godavari,www.ists.ac.in,2009,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-71825,"SR AGRICULTURAL POLYTECHNIC, KOILKUNTLA",Andhra Pradesh,Nandyal,www.rojaeducational.com,-,Rural,Affiliated College,Private Un-Aided,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-54964,"SRI RAGHAVENDRA DEGREE COLLEGE-074,ALUR",Andhra Pradesh,Kurnool,www.srdcalur.wixsite.com/srdc,2014,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-56452,"Sapthagiri Institute of Management, Hindupur",Andhra Pradesh,Ananthapuramu,simmba.in,2016,Urban,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-71833,RASS KRISHI VIGYAN KENDRA POLYTECHNIC OF AGRICULTURAL,Andhra Pradesh,Tirupati,-,-,Rural,Affiliated College,Private Un-Aided,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-59374,DBHPSabha Dr.M.S.College of education,Andhra Pradesh,Krishna,-,-,Urban,Constituent / University College,Private Un-Aided,Dakshina Bharat Hindi Prachar Sabha,Institute of National Importance
C-67748,LENORA COLLEGE OF EDUCATION,Andhra Pradesh,East Godavari,http://lenoracollegeofeducation.com,2003,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-26947,"Annamacharya Institute of Technology & Sciences,Tirupati",Andhra Pradesh,Tirupati,www.aits-tpt.edu.in,2007,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-24178,Suryaraya Degree College,Andhra Pradesh,Kakinada,www.suryarayadegreecollege.com,1992,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24028,P.S.N. Murthy Degree College,Andhra Pradesh,Kakinada,www.sim.edu.in,2007,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23978,Smt.Alluru Varahalamma Memorial Degree College,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,https://savmdegreecollege.webnobe.com/,2002,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24330,P.V.R.Trust Degree College,Andhra Pradesh,Kakinada,www.pydah.edu.in,1974,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24194,SKVT Government Degree College,Andhra Pradesh,East Godavari,www.skvtgdcrjy.ac.in,1972,Urban,Affiliated College,State Government,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-71933,"NBT AND NVC GOVERNMENT DEGREE COLLEGE, NARASARAOPET",Andhra Pradesh,Palnadu,-,-,-,Affiliated College,State Government,"Acharya Nagarjuna University, Guntur",State Public University
C-49185,INDIRA COLLEGE OF EDUCATION,Andhra Pradesh,Prakasam,www.chaitanyaeducationalsociety.in,2013,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-24331,Sanjeev College of Arts and Science,Andhra Pradesh,Kakinada,www.sim.edu.in,2002,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-54920,"Sri Chaitanya Degree College, Bukkarayasamudram, Anantapuramu.",Andhra Pradesh,Ananthapuramu,www.ssvea2015.in,2015,Rural,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-27189,"Aditya Degree College Tuni, East Godavari",Andhra Pradesh,Kakinada,www.aditya.ac.in,1997,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-54963,Prathibha Arts and Science College,Andhra Pradesh,Kurnool,www.srisaiprathibhaedu.com,2015,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-30554,"MIMS College of Nursing, Nellimarla",Andhra Pradesh,Vizianagaram,www.nursinginstitutes.org,2003,Rural,Affiliated College,Private Aided (Government Aided),"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30198,SKR & SKR govt.Degree College for Women (PG),Andhra Pradesh,Y.S.R.,https://www.skrgdcwakdp.edu.in,2012,Urban,Affiliated College,Central Government,"Yogi Vemana University, Kadapa",State Public University
C-30558,"Dr. C. Sobhanadri Siddhartha College of Nursing, Gannavaram",Andhra Pradesh,Krishna,www.drcss.nursing.nic.in,2008,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30202,Lepakshi Degree College,Andhra Pradesh,Y.S.R.,www.lepakshidegreecollege.in,2003,Urban,Affiliated College,Private Un-Aided,"Yogi Vemana University, Kadapa",State Public University
C-30203,H.M.Degree College,Andhra Pradesh,Y.S.R.,www.hmdc.com,1997,Rural,Affiliated College,Private Un-Aided,"Yogi Vemana University, Kadapa",State Public University
C-68132,"COLLEGE OF VETERINARY SCIENCE, GARIVIDI",Andhra Pradesh,Vizianagaram,-,-,-,Constituent / University College,-,"Sri Venkateswara Veterinary University, Tirupathi",State Public University
C-30559,"Sai College of Nursing, Rajahmundry",Andhra Pradesh,East Godavari,www.saiedugroup.com,2003,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-30204,YVNR Degree College,Andhra Pradesh,Y.S.R.,indiracollegeofeducation.in,2002,Rural,Affiliated College,Private Un-Aided,"Yogi Vemana University, Kadapa",State Public University
C-71848,B R FISHERY POLYTECHNIC,Andhra Pradesh,Anakapalli,-,-,Rural,Affiliated College,Private Un-Aided,ANDHRA PRADESH FISHERIES UNIVERSITY,State Public University
C-71849,"SRI VENKATESWARA FISHERIES POLYTECHNIC, TAKKOLU",Andhra Pradesh,Y.S.R.,-,-,-,Affiliated College,Private Un-Aided,ANDHRA PRADESH FISHERIES UNIVERSITY,State Public University
